Name,Token,Type,Status,ICO start,ICO end,Raised,Price,Bonus,Bounty,MVP/Prototype,Platform,Accepting,Minimum investment,Soft cap ,Hard cap ,Country,Whitelist/KYC,Restricted areas,Rate (Overall),Benchy Rating,Benchy Weight,Expert Team,Expert Vision,Expert Product,Weight of Experts,Number of Experts,Expert 1 Team,Expert 1 Vision,Expert 1 Product,Expert 1 Weight,Expert 2 Team,Expert 2 Vision,Expert 2 Product,Expert 2 Weight,Expert 3 Team,Expert 3 Vision,Expert 3 Product,Expert 3 Weight,Expert 4 Team,Expert 4 Vision,Expert 4 Product,Expert 4 Weight,Expert 5 Team,Expert 5 Vision,Expert 5 Product,Expert 5 Weight,Expert 6 Team,Expert 6 Vision,Expert 6 Product,Expert 6 Weight,Expert 7 Team,Expert 7 Vision,Expert 7 Product,Expert 7 Weight,Expert 8 Team,Expert 8 Vision,Expert 9 Product,Expert 9 Weight,Expert 10 Team,Expert 10 Vision,Expert 10 Product,Expert 10 Weight,Expert 11 Team,Expert 11 Vision,Expert 11 Product,Expert 11 Weight,Expert 12 Team,Expert 12 Vision,Expert 12 Product,Expert 12 Weight,Expert 13 Team,Expert 13 Vision,Expert 13 Product,Expert 13 Weight,Expert 14 Team,Expert 14 Vision,Expert 14 Product,Expert 14 Weight,Expert 15 Team,Expert 15 Vision,Expert 15 Product,Expert 15 Weight,Expert 16 Team,Expert 16 Vision,Expert 16 Product,Expert 16 Weight,Expert 17 Team,Expert 17 Vision,Expert 17 Product,Expert 17 Weight,Expert 18 Team,Expert 18 Vision,Expert 19 Product,Expert 19 Weight,Expert 20 Team,Expert 20 Vision,Expert 20 Product,Expert 20 Weight
SoyCoin,SYC,Utility,Unknown,,,N/A,1 SYC = 1 USD,Available,,,Ethereum,"BTC, ETH, Fiat",,,"208,000,000 USD",Kazakhstan,,,1.6,1.8,52%,1.5,1.5,1.1,48%,4,1,2,1,,2,2,,1,1,2,,1,,,2,0.12,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP Estate,SPC,Utility,Ended,12/1/2018,1/15/2019,N/A,1 SPC = 0.1 EUR,,,,Ethereum,"BTC, ETH, LTC, ZEC",100 EUR,"1,500,000 EUR","24,000,000 EUR",Czech Republic,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sp8de,,Utility,Ended,1/8/2018,3/11/2018,"$6,316,424",,,,,,,,,,Russia,,,3.7,3.4,20%,3,4.2,4,80%,15,2,4,3,,3,3,3,5,2,3,2,5,4,2,2,4,,3,,4,4,4,,5,,5,4,3,,4,,4,3,,,5,,,4,0.06,,3,,0.06,3,,,4,,,,0.03,,,,0.05,,,,0.02,,,,0.02,,,,,,,,
Space Impulse,SPI,Utility,Unknown,,,N/A,1 SPI = 0.0002 ETH,Available,,,Ethereum,"BTC, ETH",0.01 ETH,"1,500 ETH","24,000 ETH",Estonia,,USA,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space.Cloud.Unit,SCU,Utility,Unknown,,,N/A,1 SCU = 0.2 EUR,,Available,,Ethereum,ETH,0.1 ETH,"4,600,000 EUR","15,600,000 EUR",Germany,,USA,3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpaceICO,SIO,Utility,Ended,10/15/2017,11/15/2017,N/A,,,,,,,,,,Russia,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spacoin,SPA,Utility,Trading,12/12/2017,12/25/2017,N/A,,,,,,,,,,Cambodia,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spade Coin,SPDC,Utility,Ended,9/1/2018,11/15/2018,N/A,,,,,,,,,,United Arab Emirates,,USA,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Span Coin,SPAN,Utility,Unknown,,,N/A,1 SPAN = 0.000125 ETH,,,,Ethereum,ETH,100 SPAN,,,UK,,,2,2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpankChain,SPANK,Utility,Trading,,,"$23,750,000",,,,,,,,,,USA,,,3.2,3.2,79%,4,4,2,21%,1,4,,4,,,2,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparc,SPARC,Utility,Ended,1/15/2018,1/31/2018,N/A,,,,,,,,,,Canada,,,2.5,2.2,79%,4,4,3,21%,1,4,,4,,,3,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPARK COIN,SPC,Utility,Trading,11/1/2017,12/31/2017,"$10,560,000",,,,,,,,,,Malaysia,,,1.3,1.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkle,SPRKL,Utility,Ended,1/10/2019,1/20/2019,N/A,1 SPRKL = 0.0025 ETH,Available,Available,,Ethereum,"BTC, ETH, LTC",0.5 ETH,0 ETH,"16,400,000 USD",Canada,,"USA, Canada",4.2,4.1,83%,5,5,4,17%,1,5,,5,,,4,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparklecoin,SPRK,Utility,Ended,9/20/2017,12/21/2017,"$15,000,000",,,,,,,,,,USA,,,3.3,3.4,82%,3,3,3,18%,1,3,,3,,,3,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkpoint,SPRK,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,Philippines,,"USA, China",2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkster,SPARK,Utility,Ended,7/7/2018,7/9/2018,"$5,700,000",,,,,,,,,,UK,,,3.8,2.9,45%,4.8,4.2,4.5,55%,4,5,5,4,,5,4,,4,4,5,,4,,,5,0.13,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparta,SPARTA,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,,,,2.4,2.3,74%,4,2,2,26%,1,4,,2,,,2,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatium,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,Singapore,,,1.7,1.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectiv,SIG,Utility,Trading,12/8/2017,12/31/2017,"$1,000,000",,,,,,,,,,USA,,,3,3.7,46%,2.4,2.6,2.2,54%,6,3,1,3,,3,5,3,3,1,3,,5,,3,3,0.1,,5,,0.05,3,,,0.05,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectre,SXDT,Utility,Ended,11/17/2017,12/10/2017,N/A,,,,,,,,,,British Virgin Islands,,,3.2,3.3,53%,3.6,2.9,2.7,47%,6,4,3,3,,4,4,4,4,2,4,,4,,5,3,0.07,,3,,0.06,3,,,0.04,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum Network,SPEC Token,Utility,Unknown,,,N/A,1 SPEC Token = 0.000012 ETH,,Available,,Ethereum,ETH,,"1,500 ETH","3,000 ETH",Canada,,None,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specular,SPEK,Utility,Unknown,,,N/A,1 SPEK = 0.0000069 BTC,,Available,,Ethereum,,,,,South Africa,,,1.7,1.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed Mining Service,SMS,Utility,Ended,10/27/2017,11/10/2017,N/A,,,,,,,,,,Japan,,,2.2,2.2,82%,2,2,2,18%,1,2,,2,,,2,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere Social,SAT Token,Utility,Ended,2/12/2018,4/9/2018,"$15,000,000",,,,,,,,,,UK,,"USA, Singapore",3,3.2,72%,3,1,3.2,28%,2,3,3,1,,,1,,0.16,2,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheris,SPRS,Utility,Ended,9/19/2017,10/19/2017,N/A,,,,,,,,,,Israel,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheroid Universe,SPH,Utility,Unknown,,,N/A,1 SPH = 0.1 USD,,,,Ethereum,ETH,,,,,,,3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPHINX COIN,SPHINX,Utility,Ended,4/1/2018,5/15/2018,N/A,,,,,,,,,,Singapore,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphre AIR,XID,Utility,Ended,6/1/2017,6/30/2017,"$5,272,732",,,,,,,,,,UK,,,1.2,1.5,40%,1.1,1.1,1.1,60%,5,1,1,1,,1,2,,1,1,1,,2,,,1,0.08,,2,,0.15,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPiCE,SPiCE,SecuritySTO,Ended,12/1/2017,12/31/2017,N/A,,,,,,,,,,UK,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiking,SPIKE,Utility,Ended,12/12/2018,12/24/2018,"$32,230,000",,,,,,,,,,Cayman Islands,,"USA, China, Korea, Ethiopia, Iran, Iraq, Pakistan, Serbia, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, Vanuatu and Yemen",4.4,4.8,12%,4.8,4.1,4.2,88%,22,4,5,5,,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,3,,4,,5,3,4,,5,,5,5,5,,3,,4,5,0.05,,3,,0.04,4,,,4,,,5,0.04,,3,,0.04,4,,,0.04,,,,0.04,,,,0.04,,,,0.03
Spin Protocol,SPIN,Utility,37 days 17 hours left,1/1/2019,3/31/2019,N/A,1 SPIN = 0.032 USD,,,,Ethereum,ETH,,,"4,400,000 USD",South Korea,,,3.5,3.5,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spin509,SPIN,Utility,Unknown,,,N/A,1 SPIN = 0.4 USD,,,,Ethereum,ETH,,,,USA,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPINDLE,SPD,Utility,Trading,5/9/2018,5/15/2018,N/A,,,,,,,,,,UK,,"USA, China, Japan",3.7,4,23%,4,3.5,3.2,77%,14,4,4,4,,4,4,4,3,4,4,4,4,5,4,4,1,,5,,2,3,4,,3,,5,4,4,,4,,0.08,4,,,4,,,5,0.07,,3,,0.06,4,,,0.03,,,,0.05,,,,0.02,,,,0.02,,,,,,,,,,,,
Spitball,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,USA,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spokkz,SPKZ,Utility,Unknown,,,N/A,1 SPKZ = 0.08 USD,Available,Available,,Ethereum,"ETH, BTC, Fiat",,"5,000,000 USD","12,000,000 USD",Singapore,,"USA, China",4.1,3.9,32%,4.5,3.8,4.1,68%,6,4,5,5,,4,4,5,4,4,4,,4,,4,5,0.14,,5,,0.13,4,,,0.1,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sponsy,SPONS,Utility,Unknown,,,N/A,1 SPONS = 0.1 USD,,,,Ethereum,ETH,,"2,000,000 USD","14,000,000 USD",,,,3.2,3.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportco,SPCO,Utility,Ended,8/1/2018,8/31/2018,"$150,000",,,,,,,,,,Cyprus,,USA,3.6,3.2,70%,4,5,5,30%,1,4,,5,,,5,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPORTCY,SPTC,Utility,Unknown,,,N/A,1 SPTC = 0.1 USD,,,,Ethereum,"ETH, BTC, LTC, DASH, Fiat",1 SPTC,"30,000,000 USD","90,000,000 USD",Singapore,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportie,SPTI,Utility,Ended,10/1/2018,12/31/2018,N/A,,,,,,,,,,,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportience,Sportience,Utility,Unknown,,,N/A,1 Sportience = 0.097 USD,,,,Waves,,,,"3,600,000 USD",Estonia,,,1.8,1.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sports Ledger,SPSL,SecuritySTO,Ended,12/27/2018,2/21/2019,N/A,,,,,,,,,,UK,,"USA, China",4,3.8,69%,5,4,4,31%,1,5,,4,,,4,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SportsFix,SFT,Utility,Ended,10/9/2018,12/20/2018,"$2,000,000",,,,,,,,,,Singapore,,,3.8,4.1,36%,4,3.5,3.5,64%,5,3,5,4,,4,4,,2,4,4,,4,,,5,0.14,,4,,0.13,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SportyFi,SPF Token,Utility,Ended,8/21/2017,12/8/2017,N/A,,,,,,,,,,UK,,,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spotcoin,SPOT,Utility,Ended,10/22/2018,10/27/2018,"$14,500,000",,,,,,,,,,Georgia,,"USA, US territories, China, South Korea, Bosnia and Herzegovina, Ethiopia, Iran, Iraq, North Korea, Serbia, Sudan, Syria,  Sri Lanka, Trinidad, Tobago, Tunisia, Vanuatu, and Yemen.",3.9,3.8,21%,4.2,3.9,3.7,79%,12,3,5,5,,5,4,5,1,4,5,5,5,5,4,4,2,,5,,4,4,5,,5,,4,3,0.04,,4,,0.07,5,,,5,,,3,0.06,,,,0.05,,,,0.02,,,,0.04,,,,,,,,,,,,,,,,,,,,
SpotLight,SLC,Utility,Unknown,,,N/A,1 SLC = 0.0005 ETH,,,,Ethereum,"BTC, ETH, LTC",,,"20,000 ETH",,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpringRole,SPRING,Utility,Unknown,,,N/A,1 SPRING = 0.00002 ETH,,Available,,Ethereum,ETH,,"1,000,000 USD","12,000,000 USD",USA,,,3.5,3.5,67%,3.2,3.3,4.2,33%,2,3,4,3,,,5,,0.28,5,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SprinkleCoin,SCOI,Utility,Unknown,,,N/A,1 SCOI = 0.6 USD,Available,,,Ethereum,"ETH, BTC, LTC, BCH, XRP, Fiat",100 USD,"5,000,000 USD","100,000,000 USD",Georgia,,None,2.8,2.8,61%,2.4,3.4,3,39%,2,3,2,4,,,3,,0.14,3,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SprintX,SPTX,Utility,Ended,5/23/2018,6/21/2018,N/A,,,,,,,,,,Switzerland,,"USA, Canada, China, Singapore",3.3,3.7,18%,3.1,3.5,2.8,82%,19,3,3,3,,5,2,4,4,3,3,3,2,3,3,5,3,2,3,3,3,3,4,,3,,3,3,4,,5,,1,3,3,,4,,5,2,0.03,,3,,0.05,5,,,1,,,2,0.05,,2,,0.04,3,,,0.04,,,,0.04,,,,0.03,,,,0.02
SpryOne,SPRY,Utility,Ended,10/16/2018,12/16/2018,N/A,,,,,,,,,,Cayman Islands,,USA,2.6,1.8,71%,4,5,5,29%,1,4,,5,,,5,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sqirt,SQR,Utility,Unknown,,,N/A,1 SQR = 0.3 USD,,,,Ethereum,ETH,100 SQR,"3,000,000 USD","4,500,000 USD",,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squarex,SQEX,Utility,Ended,9/1/2018,10/1/2018,N/A,,,,,,,,,,Latvia,,,2.9,2.7,57%,3.4,3.3,2.6,43%,3,4,3,2,,,4,,3,4,,,2,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squeezer,SQR,Utility,Ended,6/20/2018,6/30/2018,"$15,000,000",,,,,,,,,,Belize,,"USA, Canada, China, Hong Kong",4.6,4,10%,4.7,4.8,4.6,90%,31,5,5,5,,5,5,5,5,5,5,5,4,5,4,5,3,5,5,4,5,4,5,,5,,5,4,5,,5,,4,5,5,,5,,4,5,0.04,,4,,0.04,5,,,3,,,5,0.02,,5,,0.04,4,,,0.03,,,,0.03,,,,0.03,,,,0.03
SRCOIN,SRCOIN,Utility,Ended,3/1/2018,3/31/2018,"$4,000,000",,,,,,,,,,Malaysia,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRG,SRG,Utility,Ended,11/10/2017,1/15/2018,"$3,164,290",,,,,,,,,,Russia,,,3.3,3.2,35%,3.7,3.1,3.1,65%,12,4,4,4,,3,4,3,4,3,3,4,4,4,4,2,3,,2,,2,4,4,,3,,4,3,0.05,,2,,0.05,3,,,2,,,4,0.04,,,,0.04,,,,0.03,,,,0.03,,,,,,,,,,,,,,,,,,,,
SRT,SRT,Utility,Ended,7/15/2018,7/23/2018,N/A,1 SRT = 1 USD,,,,Ethereum,"ETH, BTC, LTC, BCH, DASH",50 USD,"500,000 USD","5,000,000 USD",Estonia,,"USA, China",3.8,4,34%,3.8,3.9,3.5,66%,5,3,3,5,,5,3,,5,3,5,,4,,,5,0.14,,2,,0.12,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSOT Health Foundation,SEHR,Utility,Ended,5/1/2018,5/31/2018,N/A,,,,,,,,,,USA,,"USA, Cuba, Iran, North Korea, Syria, Somalia",3.4,3.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stabilise,SPC Token,Utility,Ended,4/3/2018,6/2/2018,N/A,,,,,,,,,,UK,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StabiX,STBX,Utility,Ended,8/1/2018,9/1/2018,N/A,,,,,,,,,,Switzerland,,USA,1.4,1.7,28%,1.2,1.2,1.2,72%,7,1,1,2,,1,1,1,2,1,1,,1,,1,1,2,,1,,0.11,1,,,1,,,,0.09,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stable,STB,Utility,Ended,9/3/2017,10/1/2017,N/A,,,,,,,,,,,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stackr,STKR,Utility,Unknown,,,N/A,1 STKR = 0.1 USD,,,,Ethereum,ETH,,"7,000,000 USD","25,000,000 USD",Cayman Islands,,"USA, Bermuda, Seychelles, Cayman Islands, South Africa, Mauritius",3.2,3.4,69%,2,3,3,31%,1,2,,3,,,3,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacktical,DSLA,Utility,Ended,11/1/2018,12/31/2018,N/A,1 DSLA = 0.000004 ETH,Available,Available,,Ethereum,ETH,3 ETH,"1,000,000 EUR","3,000,000 EUR",France,,"Bahamas, Botswana, Canada, China, Cuba, Democratic People's Republic of Korea (DPRK), Ethiopia, Ghana, Iran, Iraq, Pakistan, Serbia, Sri Lanka, Sudan, Syria, Trinidad and Tobago, Tunisia, United States of America , Yemen",4.5,4.8,36%,4.2,4.2,4.5,64%,7,4,5,4,,4,4,4,4,5,4,,4,,3,4,5,,5,,0.09,5,,,5,,,,0.06,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Coin,XTC,Utility,Unknown,,,N/A,1 XTC = 0.1428571429 USD,,,,Scrypt,"ETH, BTC",,,,Hong Kong,,,2.1,2,63%,1.5,3,2,37%,2,1,3,3,,,3,,0.27,2,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stampify,STAMP,Utility,Ended,12/1/2017,1/30/2018,N/A,,,,,,,,,,Estonia,,,3.1,2.9,82%,4,4,4,18%,1,4,,4,,,4,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staps Platform,STB,Utility,Unknown,,,N/A,1 STB = 0.2 USD,,Available,,Waves,Waves,,"1,000,000 USD","17,500,000 USD",Switzerland,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR BIT EX,SBT,Utility,Trading,8/1/2018,8/31/2018,N/A,,,,,,,,,,Taiwan,,"USA, China",3.7,3.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staramba,STT,Utility,Ended,8/1/2018,10/31/2018,"$21,794,958",,,,,,,,,,Germany,,"United States of America (only accredited investors may participate, completed accreditation form will be required in order to complete KYC), The People’s Republic of China (Hong Kong, Taiwan, Macau are allowed), Singapore, Bosnia and Herzegovina, The Democratic People’s Republic of Korea, Ethiopia, Iran, Iraq, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, Vanuatu, Yemen, Cuba.",2.5,2.9,56%,1.8,2.5,1.8,44%,4,2,1,3,,1,1,,3,1,1,,3,,,1,0.1,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starbase,STAR,Utility,Trading,11/9/2017,11/24/2017,"$9,494,319",,,,,,,,,,Japan,,,3.6,3.8,68%,3.8,2.8,2.8,32%,3,3,5,4,,,4,,3,4,,,3,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StarCapPays,SCC Token,Utility,Ended,9/15/2018,10/15/2018,N/A,,,,,,,,,,Singapore,,,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starflow,STAR Token,Utility,Ended,7/4/2018,11/30/2018,"$261,206",,,,,,,,,,Singapore,,"USA, China, Singapore",3.2,3,79%,4,4,4,21%,1,4,,4,,,4,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starkware,,Utility,Unknown,,,N/A,,,,,Ethereum,,,,,Israel,,,1.7,1.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StarLightCoin,SLC,Utility,Ended,3/7/2018,4/17/2018,N/A,,,,,,,,,,United Arab Emirates,,,1.4,2.1,35%,1,1,1,65%,5,1,1,1,,1,1,,1,1,1,,1,,,1,0.15,,1,,0.14,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmine,SME,Utility,Unknown,,,N/A,1 SME = 0.148 USD,,,,Ethereum,ETH,,,,USA,,,1.8,1.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Waves,SWC,Utility,Ended,9/3/2018,11/3/2018,N/A,1 SWC = 0.02 USD,,Available,,Ethereum,,,"5,000,000 USD","10,000,000 USD",Colombia,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starta,Start,Utility,Trading,7/4/2017,8/3/2017,"$5,000,000",,,,,,,,,,Russia,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
